Start (ns),Duration (ns),Name,Result,CorrID,Pid,Tid,T-Pri,Thread Name
1074849557,10559,cudaMemset,0,1360,169841,169841,0,MPI Rank 0
1074860357,19716,cudaDeviceSynchronize,0,1361,169841,169841,0,MPI Rank 0
1075122706,20272278,cudaMemcpyFromSymbol,0,1379,169841,169841,0,MPI Rank 0
1095403941,860545,cudaLaunchKernel,0,1380,169841,169841,0,MPI Rank 0
1096267211,21551,cudaLaunchKernel,0,1381,169841,169841,0,MPI Rank 0
1096354584,3495211,cudaHostRegister,0,1383,169841,169841,0,MPI Rank 0
1099853922,3465325,cudaHostRegister,0,1384,169841,169841,0,MPI Rank 0
1103322283,4983587,cudaHostRegister,0,1385,169841,169841,0,MPI Rank 0
1108307833,4535551,cudaHostRegister,0,1386,169841,169841,0,MPI Rank 0
1112844537,4573351,cudaHostRegister,0,1387,169841,169841,0,MPI Rank 0
1117444197,576766,cuMemGetHandleForAddressRange,0,1389,169841,169841,0,MPI Rank 0
1118226887,468114,cudaLaunchKernel,0,1391,169841,169841,0,MPI Rank 0
1118696273,80951,cudaStreamSynchronize,0,1392,169841,169841,0,MPI Rank 0
1118823941,323474,cuMemGetHandleForAddressRange,0,1395,169841,169841,0,MPI Rank 0
1119330526,11071,cudaLaunchKernel,0,1397,169841,169841,0,MPI Rank 0
1119342008,80680,cudaStreamSynchronize,0,1398,169841,169841,0,MPI Rank 0
1119450209,8977,cudaStreamCreateWithFlags,0,1403,169841,169841,0,MPI Rank 0
1119461691,23183,cudaMemcpyAsync,0,1405,169841,169841,0,MPI Rank 0
1119486818,29875,cudaStreamSynchronize,0,1406,169841,169841,0,MPI Rank 0
1119547240,225281,cudaLaunchKernel,0,1408,169841,169841,0,MPI Rank 0
1120447861,6632,cudaLaunchKernel,0,1411,169841,169841,0,MPI Rank 0
1120562264,12704,cudaMemset,0,1413,169841,169841,0,MPI Rank 0
1120575288,30327,cudaDeviceSynchronize,0,1414,169841,169841,0,MPI Rank 0
1120606246,28603,cudaLaunchKernel,0,1415,169841,169841,0,MPI Rank 0
1120635310,4168,cudaLaunchKernel,0,1416,169841,169841,0,MPI Rank 0
1120639849,168254,cudaStreamSynchronize,0,1417,169841,169841,0,MPI Rank 0
1120829593,5109,cudaLaunchKernel,0,1420,169841,169841,0,MPI Rank 0
1120834993,81632,cudaStreamSynchronize,0,1421,169841,169841,0,MPI Rank 0
1120923448,3827,cudaLaunchKernel,0,1424,169841,169841,0,MPI Rank 0
1120927505,81382,cudaStreamSynchronize,0,1425,169841,169841,0,MPI Rank 0
1121012825,8716,cudaMemcpyAsync,0,1428,169841,169841,0,MPI Rank 0
1121021831,29545,cudaStreamSynchronize,0,1429,169841,169841,0,MPI Rank 0
1121054332,4388,cudaLaunchKernel,0,1431,169841,169841,0,MPI Rank 0
1121875965,4548,cudaLaunchKernel,0,1434,169841,169841,0,MPI Rank 0
1122082821,6632,cudaMemset,0,1436,169841,169841,0,MPI Rank 0
1122089744,30076,cudaDeviceSynchronize,0,1437,169841,169841,0,MPI Rank 0
1122120160,3928,cudaLaunchKernel,0,1438,169841,169841,0,MPI Rank 0
1122124438,3276,cudaLaunchKernel,0,1439,169841,169841,0,MPI Rank 0
1122128005,168795,cudaStreamSynchronize,0,1440,169841,169841,0,MPI Rank 0
